ID_Order,ID_Customer,ID_Item,DateTime_CartFinalize,Amount_Gross_Order,city_name_fa,Quantity_item
22355601,3539399,20194,2018-09-07 21:43:58.000,3256881.0,تهران,1.0
4333493,957912,165327,2016-06-28 14:22:31.000,2121560.0,همدان,1.0
6918055,4238006,231766,2017-04-04 21:57:24.000,302752.0,اصفهان,1.0
10021429,593649,530817,2017-12-19 00:35:19.000,360000.0,قزوین,1.0
10660546,1457417,572306,2018-01-18 12:06:50.000,190000.0,زرند,1.0
2828917,3282327,20107,2015-11-08 11:32:56.000,3807339.0,تهران,1.0
10830116,4564704,193926,2018-01-26 03:43:59.000,53211.0,تهران,1.0
6617484,3889171,263101,2017-03-05 20:52:54.000,36697.0,تهران,1.0
6144427,2862664,86373,2017-01-22 21:49:35.000,175138.0,آمل,1.0
23521300,1143941,161764,2018-10-24 03:59:23.000,1412844.0,تهران,1.0
20772768,655662,596290,2018-06-10 18:09:35.000,9990000.0,یزد,1.0
10331899,4583947,526962,2017-12-27 20:54:14.000,700000.0,تهران,1.0
13716368,2396442,811094,2018-06-26 12:29:31.000,220000.0,نوشهر,2.0
3979282,2787759,140893,2016-05-09 00:59:21.000,144220.0,تهران,4.0
3575997,683356,65987,2016-03-07 09:24:06.000,321101.0,هادیشهر,1.0
5862458,1412043,244817,2016-12-24 10:16:48.000,323578.0,تهران,1.0
4810284,867102,179504,2016-08-26 22:20:56.000,124679.0,تهران,1.0
11431470,671613,584606,2018-02-26 22:36:20.000,679000.0,تهران,2.0
12948772,4578339,725890,2018-05-15 14:22:44.000,790000.0,تهران,1.0
8912790,626412,457353,2017-10-09 13:34:13.000,117936.0,شهریار,1.0
12333116,2987035,158467,2018-04-11 15:50:22.000,467890.0,تهران,1.0
3643363,1287582,133042,2016-03-14 04:59:55.000,709541.0,همدان,1.0
21062773,884036,1227493,2018-07-25 08:57:54.000,250000.0,لالی,1.0
1863665,588808,45041,2015-03-13 09:52:23.000,77037.0,تهران,1.0
8869803,5031885,449584,2017-10-06 21:36:02.000,67500.0,تهران,1.0
13835598,3532108,833895,2018-07-02 20:39:26.000,7890000.0,مشهد,1.0
9085640,867963,410943,2017-10-21 11:00:28.000,921628.0,تهران,1.0
2884800,3064913,46064,2015-11-20 05:14:14.000,6596330.0,تهران,1.0
4651504,595813,99820,2016-08-08 11:40:50.000,36823.0,تهران,1.0
7724648,509652,176000,2017-07-02 09:39:24.000,248532.0,تهران,1.0
8312733,5484812,383268,2017-08-23 15:40:33.000,48700.0,فلاورجان,1.0
5756716,3821608,8289,2016-12-19 15:29:23.000,50000.0,تهران,2.0
4613040,4043665,173937,2016-08-03 00:10:53.000,1091743.0,اصفهان,1.0
6248500,506718,270675,2017-02-02 17:47:37.000,1618257.0,تهران,1.0
22430851,1239261,1477176,2018-09-10 12:08:17.000,1890000.0,کازرون,1.0
3918359,511484,73354,2016-04-29 12:11:39.000,68807.0,تهران,2.0
1181390,608559,14333,2014-03-31 00:57:35.000,7408519.0,تهران,1.0
4983902,2866426,35832,2016-09-16 01:07:47.000,41284.0,یزد,1.0
8989102,5448595,425444,2017-10-14 21:36:12.000,6882385.0,تهران,1.0
9469117,3077558,403403,2017-11-14 23:49:05.000,292000.0,تهران,1.0
12935877,6443027,646665,2018-05-14 19:51:47.000,779000.0,تهران,1.0
8937078,2792129,211850,2017-10-11 04:10:23.000,1459541.0,تهران,1.0
8435665,642047,92890,2017-09-04 01:16:56.000,8807.0,دیواندره,3.0
8260376,5479553,362861,2017-08-18 19:18:18.000,680000.0,تهران,1.0
13231735,1003004,66747,2018-05-30 15:20:39.000,119266.0,تهران,1.0
21373731,6734435,765981,2018-08-04 15:37:35.000,16972.0,خمین,3.0
9589805,674462,276857,2017-11-24 01:47:54.000,150000.0,صغاد,2.0
9766789,825382,545351,2017-11-29 11:47:10.000,621101.0,تهران,2.0
7863946,2876682,243839,2017-07-16 01:06:23.000,83394.0,شهر جدید صدرا,1.0
5146386,675335,172221,2016-10-05 13:48:28.000,87156.0,تهران,1.0
1693584,1012459,45452,2015-01-27 09:36:34.000,187407.0,تهران,1.0
9531297,530088,479049,2017-11-19 23:09:11.000,2952294.0,تهران,1.0
22993725,2720431,1119291,2018-10-01 22:42:20.000,1913294.0,اصفهان,1.0
11741388,3737849,396144,2018-03-09 17:24:59.000,118349.0,بندر عباس,3.0
5322394,2737150,222489,2016-10-28 12:49:20.000,621101.0,تهران,1.0
3503720,468634,67144,2016-02-26 18:27:20.000,385321.0,اهواز,1.0
8403598,3980774,33038,2017-09-01 00:49:54.000,115505.0,تهران,1.0
8160964,5442655,272477,2017-08-09 14:26:11.000,724771.0,تهران,1.0
4103577,3605202,109681,2016-05-26 16:51:26.000,68807.0,تهران,1.0
6413458,4762545,145505,2017-02-16 23:43:09.000,5124771.0,مشهد,1.0
11670004,3417663,484735,2018-03-07 01:42:04.000,100000.0,اراک,1.0
8986168,485304,23572,2017-10-14 17:27:27.000,3532936.0,کرمان,1.0
5030921,2349846,75143,2016-09-21 19:11:37.000,55046.0,تهران,1.0
13294635,6846597,819614,2018-06-03 08:53:46.000,15900000.0,بیرجند,1.0
10149196,5965510,528416,2017-12-20 16:05:12.000,1374771.0,اهواز,1.0
2376791,860836,73469,2015-08-02 19:47:58.000,91743.0,تهران,1.0
2250036,1147060,66646,2015-06-28 10:47:20.000,462752.0,تهران,1.0
6866712,4913032,207988,2017-03-28 10:41:39.000,4027523.0,آستارا,1.0
4613006,3826058,3714,2016-08-03 08:19:36.000,1330275.0,تهران,1.0
4396130,628708,140223,2016-07-04 21:38:54.000,541284.0,تهران,1.0
6837879,1309080,89448,2017-03-24 17:01:44.000,41284.0,اردبیل,1.0
8919822,1445821,33134,2017-10-09 22:49:30.000,17431.0,تهران,1.0
9109582,4131271,39421,2017-10-22 21:58:50.000,138440.0,تهران,1.0
23729565,5831565,485055,2018-11-01 08:44:01.000,20183.0,تبریز,5.0
24291457,735960,284107,2018-11-23 01:05:28.000,193477.0,کرج,2.0
8703868,3664796,392215,2017-09-22 20:43:07.000,45872.0,مشهد,1.0
1597524,748041,38354,2014-12-24 18:49:25.000,5946296.0,تهران,1.0
12269035,4180880,362416,2018-04-08 15:15:01.000,141284.0,تهران,1.0
9682783,5845207,365287,2017-11-25 11:24:34.000,1055046.0,تهران,1.0
2214241,1002004,7242,2015-06-18 23:49:00.000,486239.0,قم,1.0
6004332,2473949,211335,2017-01-07 16:41:43.000,160550.0,تهران,12.0
13419951,884556,1030726,2018-06-10 05:23:39.000,237697.0,قم,7.0
24164876,5737769,1306043,2018-11-19 00:14:58.000,298000.0,قزوین,1.0
23589378,6244999,389099,2018-10-27 02:02:52.000,642936.0,دزفول,1.0
2852880,2364460,67870,2015-11-13 17:40:06.000,137615.0,نجف آباد,1.0
9753125,849609,523572,2017-11-28 12:08:02.000,380000.0,دورود,1.0
3399001,874709,86441,2016-02-10 14:43:49.000,968807.0,اردبیل,1.0
10804806,1157789,176503,2018-01-24 15:04:40.000,1777982.0,تهران,1.0
13942192,6588309,655401,2018-07-08 16:15:28.000,385000.0,سمنان,1.0
6023076,4497659,213971,2017-01-09 16:27:42.000,2291009.0,تهران,1.0
22842363,1234179,1552953,2018-09-26 11:49:38.000,569000.0,ساوه,1.0
12079964,4553488,745349,2018-03-28 00:39:27.000,8257.0,دزفول,2.0
8095342,3542290,388235,2017-08-03 11:11:02.000,504587.0,ساری,1.0
10990368,5135532,119211,2018-02-05 07:26:25.000,348624.0,خرم آباد,1.0
13662626,5984427,957244,2018-06-23 22:17:32.000,970000.0,تهران,1.0
6825057,1129226,140231,2017-03-22 13:18:35.000,1211009.0,تهران,1.0
7656726,3792621,254946,2017-06-24 13:20:31.000,1073394.0,اهواز,1.0
21919650,4100835,792864,2018-08-24 02:25:19.000,750000.0,کرج,1.0
1156174,830379,4108,2014-03-11 19:14:45.000,707547.0,سربیشه,1.0
3810344,3513039,44448,2016-04-14 11:55:23.000,726422.0,تهران,2.0
13735058,4551924,582152,2018-06-27 12:02:17.000,291000.0,بندر عباس,1.0
11952234,1154066,575022,2018-03-18 04:02:04.000,30000.0,اهواز,1.0
2773404,3250037,96858,2015-10-28 00:36:58.000,21055046.0,همدان,1.0
5268998,1330663,155284,2016-10-22 02:27:03.000,101743.0,تهران,6.0
12620790,5289144,510440,2018-04-27 23:41:34.000,270000.0,تهران,1.0
10371529,6160356,143130,2017-12-30 16:52:10.000,9174.0,سبزوار,1.0
11960062,2941597,767809,2018-03-18 14:05:50.000,200000.0,تهران,1.0
9684297,4326867,448116,2017-11-18 02:50:11.000,165954.0,کرج,2.0
1758416,564588,32149,2015-02-18 13:08:36.000,5984815.0,رشت,1.0
7479810,1422977,198026,2017-06-05 01:58:08.000,688073.0,سمنان,1.0
7637269,3515710,86665,2017-06-22 10:58:01.000,718899.0,تهران,1.0
11599624,6401511,392862,2018-03-05 01:37:46.000,79000.0,مشهد,1.0
4384264,467950,129689,2016-07-03 19:18:09.000,1092569.0,تهران,1.0
22050975,5150589,1267278,2018-08-28 18:30:37.000,1260000.0,تهران,1.0
6187813,2858946,170230,2017-01-27 14:45:08.000,41284.0,تهران,1.0
3345959,3454530,89753,2016-02-04 21:48:35.000,781468.0,کرج,1.0
12479839,726188,750432,2018-04-20 12:42:39.000,10779817.0,اردبیل,1.0
22430696,4972834,644638,2018-09-10 12:03:50.000,129000.0,تهران,1.0
23879074,2559914,1536684,2018-11-07 12:42:18.000,188073.0,تهران,1.0
11018325,3312407,290778,2018-02-06 11:13:13.000,214679.0,تهران,1.0
12916806,6022111,199045,2018-05-13 17:52:08.000,412844.0,سیاهکل,1.0
10174548,2470402,408979,2017-12-20 23:46:28.000,1183486.0,تبریز,1.0
4610076,4040625,191067,2016-08-02 18:59:17.000,321101.0,تهران,1.0
22993984,6098419,946937,2018-10-01 22:50:21.000,230349.0,کرمانشاه,10.0
2929492,519850,86079,2015-11-29 15:08:03.000,415321.0,تهران,1.0
10873441,4903217,548568,2018-01-28 15:08:32.000,7249358.0,اصفهان,1.0
22694415,558948,714696,2018-09-21 01:39:32.000,342000.0,تهران,1.0
7045818,4485065,279770,2017-04-17 09:57:47.000,1708257.0,شیراز,1.0
6642511,626887,257583,2017-03-07 10:51:36.000,1257798.0,تهران,1.0
4677274,703120,189572,2016-08-09 23:09:31.000,118349.0,فومن,1.0
11122148,1028881,382016,2018-02-10 23:26:20.000,18349.0,شیراز,1.0
6773484,3053059,158788,2017-03-15 13:08:25.000,100000.0,اسلام آباد غرب,1.0
13623317,897205,765729,2018-06-21 19:49:21.000,17890.0,دزفول,5.0
8184504,2755530,404827,2017-08-12 01:24:50.000,139000.0,کرمان,1.0
1712564,522225,46630,2015-02-03 00:54:02.000,334074.0,تهران,1.0
10994053,3193178,57270,2018-02-05 11:29:21.000,1192661.0,تهران,1.0
6411191,2385875,258685,2017-02-16 20:20:26.000,486239.0,مشهد,1.0
9008417,5691796,424035,2017-10-15 22:35:53.000,45872.0,تهران,1.0
1497186,829413,21464,2014-11-06 12:21:05.000,972222.0,اسلامشهر,1.0
7081670,3794448,238734,2017-04-21 00:42:26.000,6963303.0,تهران,1.0
1388600,669077,16380,2014-09-02 11:56:48.000,842593.0,تهران,1.0
4960815,570872,171445,2016-09-13 12:38:30.000,1443028.0,تهران,1.0
9598165,5858230,192257,2017-11-24 06:02:31.000,119266.0,اسلامشهر,1.0
7908271,2766191,364232,2017-07-18 09:27:33.000,184312.0,تهران,3.0
3199342,603562,85017,2016-01-10 16:53:18.000,9174.0,سردشت,2.0
5239606,3216492,100737,2016-10-18 18:53:57.000,13761.0,تهران,1.0
1048511,634926,7307,2013-12-01 23:51:00.000,16785283.0,تهران,1.0
7887926,3343848,163090,2017-07-17 09:15:33.000,229358.0,جیرفت,1.0
9886122,3569800,530168,2017-12-09 15:51:26.000,3650000.0,تهران,1.0
5940724,2775966,66746,2017-01-01 10:13:47.000,161376.0,تهران,1.0
5233800,3239758,201491,2016-10-18 08:25:56.000,526055.0,تهران,1.0
1469557,1201821,16215,2014-10-20 15:35:11.000,231481.0,تهران,1.0
22962346,6970682,732036,2018-09-30 21:26:06.000,700000.0,تهران,1.0
5550669,3401694,109037,2016-11-24 15:19:39.000,1189908.0,تهران,2.0
22450670,5889479,1378897,2018-09-11 00:08:28.000,208000.0,تهران,1.0
8542547,2937850,416448,2017-09-12 14:54:54.000,10000.0,تهران,1.0
24257227,816487,125450,2018-11-21 22:06:08.000,211009.0,تهران,1.0
5218856,1341442,182983,2016-10-16 11:57:21.000,64220.0,تهران,1.0
20962246,3272281,294237,2018-07-22 11:50:00.000,229358.0,اصفهان,1.0
12048552,2372550,719215,2018-03-26 08:56:43.000,572752.0,تهران,1.0
22101835,3112253,767388,2018-08-29 23:40:37.000,26147.0,فردیس,2.0
7389409,1274477,183959,2017-05-26 00:10:47.000,1284404.0,تهران,1.0
7640862,5196860,351761,2017-06-22 17:35:52.000,541284.0,خرم آباد,1.0
12169064,3463400,560307,2018-04-03 11:38:50.000,6919000.0,تهران,1.0
9592007,677149,396692,2017-11-24 01:41:38.000,321101.0,تبریز,1.0
12206905,6908205,357534,2018-04-04 23:38:08.000,8500000.0,تهران,1.0
8595771,5590208,425002,2017-09-16 22:30:34.000,1040000.0,آبادان,1.0
13446936,5075973,879464,2018-06-12 09:42:26.000,219000.0,تهران,1.0
22599704,1166622,1155871,2018-09-16 16:18:07.000,1380000.0,یزد,1.0
6997825,3382492,43413,2017-04-11 23:13:17.000,1178853.0,تهران,2.0
2161852,2742034,55658,2015-06-05 11:49:57.000,4078807.0,تهران,1.0
3241634,537617,3286,2016-01-19 00:12:30.000,510000.0,شبستر,2.0
